first Name,last Name,age,english,overseas_employment,australia_employment,qualifications,australia_study,specialist_qualification,credentialled,study_regional,partner,professional_year,visa
Kaja,Huggins,4,1,0,0,3,0,0,0,1,3,0,1
Carol-Jean,Edison,3,0,1,2,2,0,1,1,1,0,0,3
Meriel,Dawkins,4,2,3,0,3,0,1,0,0,1,1,3
Ileana,Muriel,4,1,0,3,2,1,0,0,0,0,0,0
Minda,Sammons,1,0,3,2,3,0,1,0,1,0,0,2
Alameda,Aurelio,0,2,0,3,2,0,0,1,0,1,1,3
Lucy,Doig,4,3,0,0,3,0,0,0,1,1,1,3
Lily,Abernon,0,0,1,3,0,1,0,0,0,0,0,1
Sue,Harned,0,2,2,4,0,1,0,0,0,3,1,1
Amara,Fontana,3,2,2,0,2,1,0,0,0,1,0,0
Collen,Susannah,3,2,2,0,1,0,0,0,0,3,0,1
Felice,Camden,1,0,2,0,3,1,0,0,0,2,0,2
Frances,Xerxes,0,2,3,4,3,1,1,1,0,3,1,0
Mildrid,Daveta,1,2,2,2,4,1,0,1,0,1,0,3
Rosanne,Soneson,0,1,2,2,1,0,1,0,1,3,1,0
Mariann,Henrie,4,2,0,0,2,0,0,1,1,2,0,0
Cherilyn,Trinetta,2,2,2,1,4,0,0,0,0,1,1,3
Cam,Milson,4,1,1,1,3,0,0,0,0,1,1,1
Amalie,Nedrud,0,2,2,4,0,1,0,1,0,1,1,1
Karlee,Nerita,3,0,0,2,2,0,0,1,0,0,1,0
Shandie,Stelle,1,0,3,1,2,1,1,0,0,2,0,3
Mireielle,Jess,1,1,0,0,2,0,1,0,0,2,0,1
Ellette,Edee,1,0,1,2,1,0,0,1,1,2,0,3
Therine,Deegan,3,0,0,1,0,1,0,1,1,0,1,2
Dolli,Mehalek,0,3,2,1,4,0,0,0,1,0,0,2
Cindelyn,Wenoa,1,2,3,1,1,1,1,0,0,2,0,2
Raquela,Shaver,3,3,2,4,4,1,0,0,1,1,1,3
Lelah,Nance,1,1,2,4,4,1,1,0,0,1,0,0
Chastity,Briney,4,2,3,3,3,1,1,1,1,2,0,3
Lila,Palocz,1,0,0,2,3,0,0,0,0,2,1,0
Dianemarie,Claudine,3,3,0,0,2,0,1,1,1,2,0,1
Corry,Swigart,1,2,1,4,1,1,1,0,0,3,1,1
Kimberley,Thar,3,1,3,1,0,0,0,0,1,1,1,1
Netty,Yam,0,1,1,0,4,1,0,1,0,3,0,3
Rosene,Ruvolo,2,2,1,1,1,0,0,0,1,0,0,2
Andeee,Gombach,3,0,0,1,4,0,1,1,1,0,1,3
Coral,Burnside,3,0,1,1,0,1,0,1,0,2,0,2
Dagmar,Olympium,3,3,3,2,1,1,1,1,0,3,0,2
Donnie,Loleta,2,2,2,0,3,0,1,1,1,0,0,2
Gertrud,Japeth,2,3,1,1,4,0,1,1,1,0,1,3
Johna,Shelba,4,0,3,2,0,0,1,0,0,2,1,3
Ashlee,Amadas,1,0,3,0,0,1,0,0,0,0,1,2
Kathi,Dunkin,2,2,0,3,4,1,1,1,0,3,0,0
Riannon,Charmine,2,1,0,1,1,0,1,0,0,1,0,2
Jenilee,Gibbeon,4,1,1,0,0,1,1,1,0,3,0,2
Fayre,Schlosser,0,3,1,1,0,1,1,0,1,3,0,0
Kimberley,Garrison,3,0,0,2,0,1,0,1,0,2,1,1
Ruthe,Bonilla,1,1,2,1,1,0,0,0,0,1,1,1
Cassondra,Etom,2,1,2,1,0,0,1,0,1,0,0,1
Dode,Brodench,3,1,2,1,1,1,0,1,1,1,0,0
Myrtice,Keily,0,0,0,3,3,0,0,0,0,0,0,3
Nickie,Berl,2,2,3,0,0,1,1,0,0,3,1,0
Vonny,Mayeda,2,1,2,2,4,0,0,0,0,3,1,1
Raquela,Hashim,0,1,0,1,2,1,0,1,0,2,1,3
Ann-Marie,Tiffa,4,1,2,3,3,0,1,1,1,1,1,1
Brena,Craggie,1,3,3,4,1,1,0,1,1,2,0,2
Camile,Gahl,0,3,3,1,2,1,0,1,1,1,0,2
Sue,Albertine,4,2,3,2,2,1,0,0,0,1,1,0
Christal,Bakerman,1,1,0,2,3,1,1,1,1,0,1,0
Aubrie,Delp,2,1,0,3,3,1,1,0,0,1,1,0
Lilith,Loeb,0,0,3,0,1,1,0,1,1,1,0,2
Neila,Vorster,2,2,3,0,4,0,0,1,0,3,1,0
Lenna,Raul,2,2,0,0,4,0,1,1,1,0,0,3
Elka,Gunn,4,0,1,1,4,0,1,0,0,1,0,0
Cacilie,Drisko,4,2,2,0,0,0,0,0,1,3,0,0
Dode,Malina,1,2,1,4,0,1,0,1,1,3,0,2
Veda,Macey,4,3,2,3,4,0,1,0,0,2,1,2
Alameda,Ursulette,3,3,2,4,1,0,0,0,1,0,0,3
Misha,Freddi,0,3,3,2,1,0,1,0,1,1,0,1
Margarette,Goode,2,1,1,3,0,0,1,0,1,1,0,1
Monika,Vale,4,2,2,4,0,1,1,0,1,3,1,0
Rebeca,Mich,4,3,3,1,0,1,0,1,0,0,1,1
Rosabelle,Amethist,3,0,2,2,2,1,0,0,0,3,1,0
Vere,Buckler,4,2,1,4,4,1,1,1,0,1,1,1
Nita,Gamaliel,3,3,0,1,2,1,0,1,1,2,1,0
Cherrita,Kirbee,3,2,2,2,1,0,1,0,1,0,1,3
Althea,Xerxes,0,3,2,1,0,1,0,1,1,3,1,3
Cecile,Azeria,1,0,3,4,2,1,0,0,1,2,1,2
Raf,Laurianne,2,1,0,1,3,1,0,1,1,0,1,2
Jaclyn,Douglass,0,0,3,4,3,1,0,0,1,3,1,0
Damaris,Weaks,4,3,0,3,0,1,1,1,1,2,0,3
Rayna,Chick,1,0,2,3,3,0,1,0,0,3,0,1
Gwyneth,Henebry,1,1,2,2,3,1,0,1,0,0,0,1
Dode,Giff,3,3,3,4,4,1,1,1,0,0,0,2
Jsandye,Natica,0,0,2,3,0,1,0,1,1,2,0,3
Alyssa,Hanshaw,4,1,0,3,3,0,0,1,0,0,1,2
Marcy,Serilda,0,1,1,2,1,0,1,1,1,0,0,3
Riannon,Milde,4,2,2,0,2,0,0,1,1,0,0,3
Maye,Medrek,0,0,1,0,3,0,0,0,1,3,1,2
Brianna,Ackerley,2,3,0,4,4,0,1,0,1,0,0,2
Shirlee,Tengdin,0,0,2,0,4,1,1,1,0,1,0,2
Renae,Nelsen,1,3,3,2,4,0,0,1,0,3,0,0
Katleen,Maples,4,1,0,4,4,1,0,0,0,0,0,1
Adelle,Ferrell,3,1,1,4,0,0,1,1,1,1,0,0
Myriam,Rhu,4,3,2,0,3,1,0,0,1,2,0,2
Ellette,Alrich,2,1,0,0,0,0,0,0,0,1,0,0
Nananne,Sheedy,3,2,3,3,3,1,0,0,1,3,0,3
Anica,Rustice,0,0,2,2,2,1,0,0,1,0,1,2
Lolita,Jethro,3,2,2,1,3,0,1,1,0,3,0,3
Aryn,Dominy,4,3,1,0,3,1,0,0,0,1,1,0
Claudina,Payson,0,1,3,1,2,0,0,1,1,1,0,0
Karena,Madaih,3,1,2,1,0,1,1,1,1,1,1,2
Vonny,Presber,2,2,2,2,3,0,1,0,0,2,0,1
Jessamyn,Lumbard,0,2,1,4,3,1,0,0,1,2,1,0
Sheelagh,Travax,2,1,1,1,1,0,0,1,0,0,0,1
Eadie,Mehalek,3,3,2,1,2,0,1,1,0,3,0,2
Magdalena,Salchunas,0,2,3,3,2,1,1,0,1,3,1,1
Jsandye,Orlene,2,0,1,2,0,0,0,1,1,0,0,1
Christal,Rese,3,1,3,1,0,1,1,0,1,1,0,3
Ruthe,Gualtiero,0,3,0,3,0,1,0,0,1,3,1,2
Kamilah,Barrus,3,3,0,2,4,0,0,1,0,1,1,1
Josephine,Marijo,1,0,2,4,0,0,0,0,1,1,0,3
Emelina,Stuart,3,0,2,2,3,0,1,0,1,3,1,2
Devina,Raseda,2,2,2,2,0,0,1,1,1,3,1,2
Sean,Eldrid,4,2,1,1,1,0,1,1,0,3,1,2
Donetta,Simmonds,1,0,2,4,2,0,0,0,0,2,0,0
Vita,Tengdin,0,3,0,1,4,0,0,0,0,3,1,3
Zsa Zsa,Kellby,1,1,0,0,3,0,0,0,0,3,1,1
Carlie,Cherianne,2,0,0,3,2,1,1,0,0,3,1,1
Frieda,Trace,1,0,3,0,4,1,0,1,0,3,0,0
Maye,Cynar,3,0,2,3,2,0,0,0,0,3,1,0
Marleah,Olympium,0,1,3,2,0,1,0,1,1,1,0,0
Monika,Pauly,4,2,3,0,3,1,0,1,0,3,0,2
Minda,Lane,2,0,1,2,0,0,1,1,0,2,1,1
Cristine,Holtz,3,0,1,4,1,0,1,0,0,3,0,0
Mara,Thornburg,4,2,2,0,2,1,1,1,1,1,1,3
Grier,Gilbertson,3,2,0,3,2,1,1,0,1,3,0,2
Britni,Mitzi,4,3,0,1,4,1,0,1,0,2,0,0
Jolyn,Roarke,4,1,1,3,4,0,0,0,0,3,1,0
Nataline,Grimbly,1,1,3,3,0,1,1,1,0,3,0,2
Dagmar,Croix,4,0,1,0,3,0,0,1,0,2,0,2
Nelle,Sawtelle,2,0,0,2,4,0,1,0,0,2,1,3
Dione,Nea,4,0,2,2,2,0,1,1,0,3,0,1
Gui,Annice,0,2,1,3,1,1,1,0,0,0,0,3
Daphne,Radu,1,2,0,4,4,0,1,0,0,3,1,1
Cacilie,Kermit,2,2,1,2,0,1,1,1,1,0,0,2
Cristabel,Kimmie,0,0,1,1,1,1,1,0,1,3,0,2
Barbara,Mata,0,0,1,1,1,1,1,1,0,2,1,1
Cathyleen,Konyn,3,3,3,0,4,0,1,0,1,3,1,1
Gilligan,Vivle,4,3,1,1,0,1,1,0,0,2,0,0
Annora,Borrell,1,3,3,1,2,1,1,1,0,3,1,1
Ashlee,Gaal,4,3,1,2,2,1,1,0,1,1,1,1
Violet,Revkah,4,2,2,0,4,1,1,0,0,0,0,0
Oralee,Loleta,3,3,3,0,0,0,1,0,1,0,1,0
Henriette,Kristi,2,0,0,0,0,1,0,0,0,1,1,0
Siana,Chick,2,1,0,0,2,0,0,1,1,3,1,2
Halette,Carri,3,2,1,1,2,1,0,1,1,2,0,2
Gianina,Selway,0,1,2,4,2,0,0,1,0,1,0,3
Maisey,Johanna,0,2,2,3,2,0,0,1,1,1,0,2
Willetta,Louanna,4,3,3,3,0,0,1,1,0,0,1,3
Ardys,Corilla,1,3,1,2,2,0,0,0,1,3,0,2
Elfreda,Stephie,0,3,1,3,0,1,0,0,1,1,0,3
Jessy,Shaddock,1,0,0,2,4,0,0,1,0,3,0,0
Jennica,Lay,2,2,2,2,4,0,1,0,1,0,0,0
Roberta,Ammann,3,0,0,0,1,0,1,0,0,0,0,0
Sadie,Chrystel,3,0,1,2,2,1,1,1,1,1,0,1
Donetta,Schenck,1,2,1,0,1,0,1,0,0,0,1,3
Thalia,Hashim,1,0,0,3,3,1,1,0,0,3,0,1
Codie,Latini,0,0,1,4,0,1,0,1,1,3,0,3
Chastity,Chabot,0,2,1,3,3,0,1,1,1,0,1,3
Kara-Lynn,Gombach,2,3,0,1,3,1,0,1,1,3,0,1
Dominga,Daegal,0,3,0,0,4,1,0,1,0,1,1,1
Elvira,Fredi,4,0,2,1,0,0,0,0,0,0,0,2
Amalie,Jethro,4,3,2,3,2,1,0,1,1,2,1,3
Alia,Girardo,3,1,1,3,4,1,1,0,0,2,0,3
Dawn,Rubie,3,2,1,1,3,1,1,0,1,2,0,0
Tiffie,Meter,4,3,3,0,1,1,0,0,1,0,1,3
Paulita,Ledah,1,1,2,3,0,0,1,0,1,1,0,3
Roseline,Delila,4,3,1,0,4,1,1,0,1,1,1,2
Daryl,Bluh,1,2,3,1,3,0,0,0,0,0,1,1
Meg,Urania,1,2,1,0,2,0,0,0,1,3,1,0
Tobe,Nester,3,0,1,2,1,1,1,1,0,0,1,0
Blinni,Iaverne,3,0,3,0,1,1,0,0,0,2,1,1
Anthia,Jacinda,4,2,0,0,0,0,0,0,0,2,1,3
Madalyn,Isacco,1,3,0,4,0,1,1,0,1,3,0,2
Mellicent,Damarra,0,0,1,1,3,1,0,0,0,0,1,3
Dorothy,Moina,0,3,0,1,4,0,1,1,0,0,0,0
Ilse,Tarrant,0,3,1,4,2,0,1,1,0,0,0,0
Phylis,Pattin,0,0,3,0,4,0,0,1,1,3,1,1
Laure,Vorster,0,2,3,3,4,0,0,1,0,3,0,1
Maridel,Olympium,1,3,2,4,0,1,0,0,0,0,0,2
Ingrid,Amethist,2,1,3,0,3,1,0,0,0,2,1,0
Betta,Virgin,0,1,0,3,2,0,1,0,0,0,0,3
Maud,Girardo,2,1,1,2,2,0,1,0,1,0,1,2
Nannie,Pascia,4,2,1,0,0,0,1,0,1,1,1,0
Melina,Meter,1,3,2,2,4,0,1,0,1,2,0,3
Cassondra,Koehler,2,3,2,2,4,0,1,1,0,1,1,3
Priscilla,Artie,0,3,1,1,1,0,0,1,1,1,1,1
Stevana,Erb,0,0,3,3,2,0,0,0,0,2,1,0
Raquela,Lacombe,4,3,3,1,1,0,1,0,0,1,1,1
Ginnie,Capello,4,2,3,2,2,1,0,0,1,2,1,0
Nonnah,Remmer,1,2,0,1,4,1,0,1,0,3,1,2
Brianna,Drus,3,0,1,3,4,0,1,0,0,1,0,2
Gilligan,Peti,1,1,0,4,3,1,1,1,1,0,1,2
Gertrud,McGrody,1,0,0,2,3,0,0,0,0,3,1,2
Brietta,Damarra,2,1,1,4,3,0,1,1,1,1,1,1
Eve,Gahl,1,0,1,0,3,1,1,1,1,3,1,3
Keelia,Trace,1,2,0,1,1,1,0,0,1,2,1,0
Hettie,Chick,1,0,1,2,1,1,1,1,0,3,0,0
Nickie,Emanuel,2,2,2,2,3,1,1,0,0,0,0,2
Ashlee,Gibbeon,2,1,3,1,1,0,1,0,1,1,0,1
Coral,Johanna,2,3,1,0,0,1,0,0,1,1,1,3
Janeczka,Marcellus,3,0,0,3,0,0,0,1,1,1,0,1
Gloria,Phi,0,2,2,4,0,0,1,1,0,0,1,3
Paulita,Martguerita,0,1,0,1,0,0,1,0,0,2,0,2
Ninnetta,Dorothy,3,3,1,0,0,1,1,1,1,0,1,3
Lanna,Bonilla,2,0,1,0,1,0,0,1,1,0,1,1
Gusella,Syd,1,1,3,3,4,0,1,0,1,1,0,1
Beatriz,Terrence,4,0,2,4,2,1,0,1,1,2,1,1
Yvonne,Elvyn,4,2,2,0,3,1,1,0,1,0,1,3
Corina,Loring,1,2,3,3,3,1,1,0,0,3,1,1
Chastity,Israeli,4,1,2,4,1,1,1,1,1,2,0,3
Shannah,Allys,2,0,1,3,4,0,1,1,0,2,1,1
Bernie,Koehler,2,1,1,0,0,0,0,1,0,2,1,2
Orsola,Thomasina,0,1,0,0,0,1,0,0,1,1,1,0
Ricky,Jefferey,2,0,0,0,2,0,1,1,0,1,1,3
Brandise,Raychel,3,0,3,4,2,0,0,1,1,1,1,1
Max,Zrike,4,0,2,1,0,0,0,1,1,2,0,0
Adelle,Rona,3,1,1,1,3,1,1,0,0,3,1,2
Katuscha,Swigart,0,1,2,2,0,0,0,0,0,3,0,2
Kenna,Vary,0,3,0,2,2,1,1,1,0,2,0,0
Korrie,Gladstone,0,2,0,0,2,0,1,0,0,3,1,0
Di,Medrek,2,3,0,3,1,1,1,1,1,2,0,3
Felice,Donell,1,2,3,4,3,1,1,1,1,0,0,0
Lanae,Gower,0,0,0,1,4,0,1,0,0,2,0,2
Danny,Fairweather,1,3,3,2,3,0,1,0,1,3,0,2
Krystle,Carey,3,0,1,3,0,1,0,1,0,0,1,1
Cyndie,Adrienne,4,0,1,0,2,0,1,1,1,0,1,0
Chere,Larochelle,4,1,0,4,1,1,0,0,1,3,0,2
Stevana,Tound,3,1,2,2,1,1,1,1,1,1,1,3
Romona,Vittoria,3,0,2,1,1,0,1,0,0,2,0,0
Annora,Greenwald,0,2,0,1,1,0,1,0,0,3,0,0
Claresta,Fredi,2,3,0,4,0,0,0,1,0,0,1,1
Viviene,Nester,2,1,2,1,4,0,0,1,0,3,0,0
Jany,Rudolph,0,2,3,3,1,0,0,0,1,1,1,1
Maye,Posner,4,1,0,4,1,0,0,0,0,0,1,0
Cassandra,Laverne,1,2,1,4,3,1,1,1,1,0,0,2
Brietta,Lymann,1,0,1,2,3,0,0,1,1,3,0,0
Nannie,Fosque,0,3,2,1,0,0,1,0,1,1,0,2
Roxane,Chabot,1,1,1,2,3,1,0,1,1,2,1,2
Tiffie,Saunderson,2,0,3,0,3,1,1,0,0,1,0,1
Zaria,Ulphia,1,2,1,2,1,1,1,1,1,3,0,3
Chrystel,Nicoline,1,3,0,3,2,0,0,1,0,0,0,1
Kirbee,Vary,2,0,0,4,1,1,1,0,1,1,0,3
Bettine,Lail,2,1,3,2,3,1,1,1,1,0,1,2
Helena,Urias,4,0,2,1,1,0,1,0,0,2,0,3
Marti,McLaughlin,3,1,0,0,1,1,0,0,0,0,0,1
Ketti,Ashok,3,3,3,0,1,0,0,1,0,0,0,0
Fayre,Yate,1,2,2,1,0,0,0,1,1,3,0,0
Elena,Pearse,1,3,2,3,2,1,1,1,1,3,1,2
Thalia,My,0,2,3,3,4,0,0,0,1,2,0,0
Sybille,Therine,1,2,1,2,0,0,0,1,0,2,0,1
Elmira,Flyn,0,1,1,4,3,0,0,0,1,3,1,3
Emma,Wildermuth,1,2,2,1,3,0,0,1,1,0,0,1
Alyda,Olnee,1,2,0,4,4,0,0,0,1,1,1,2
Ira,Dahlia,2,2,3,1,3,0,0,0,1,3,1,3
Alyssa,Astra,1,0,1,2,3,1,0,1,1,1,1,2
Courtnay,Honoria,0,3,0,1,3,1,0,1,1,1,1,2
Mahalia,Nicoline,2,0,3,2,2,1,0,1,0,3,0,1
Atlanta,Henrie,0,3,0,4,4,1,1,1,0,1,0,3
Krystle,Santoro,3,3,2,3,3,0,0,0,1,1,1,3
Antonietta,Rebecka,4,3,2,4,3,0,0,1,0,0,1,2
Lesly,Hanshaw,0,0,0,2,1,1,1,1,1,3,1,2
Raf,Yate,2,2,0,4,2,1,0,1,0,1,1,0
Stevana,Nelsen,2,0,3,1,0,0,1,1,1,1,1,1
Lucille,Tengdin,4,3,3,1,1,1,1,0,0,2,1,1
Patricia,Persse,1,2,0,3,1,0,0,1,1,3,1,1
Emma,Crudden,3,2,3,1,3,0,0,0,0,2,0,1
Bernie,Tybald,3,0,1,1,1,0,1,0,0,0,1,1
Gabriellia,Cordi,0,3,3,0,3,1,0,1,0,2,0,3
Gusella,Rillings,3,2,0,0,4,0,1,1,0,3,1,3
Amara,Garlinda,2,3,3,1,1,1,1,0,0,1,1,0
Tarra,Haymes,0,3,1,3,3,1,1,0,0,1,0,0
Marita,Maurine,3,3,0,3,1,1,0,0,1,3,1,0
Gerrie,Bennie,3,2,2,0,2,0,0,0,0,3,0,2
Cacilie,Fredi,4,3,0,3,3,1,1,0,0,0,0,0
Ottilie,Lucienne,0,0,1,3,1,0,0,0,0,1,0,0
Ana,Grobe,0,2,1,2,1,1,0,0,0,1,1,3
Raina,Felecia,3,0,3,0,0,0,1,1,1,3,1,2
Edith,Madaih,1,2,0,2,3,1,1,0,0,0,0,3
Ana,Peti,1,0,2,0,2,1,0,1,0,0,0,0
Loree,Fink,4,1,1,3,4,0,1,1,0,1,1,0
Jordan,Primalia,2,2,1,1,2,1,1,1,0,3,1,0
Gisela,Lissi,3,0,0,0,2,1,1,1,1,1,1,2
Feliza,Gaynor,1,3,3,2,4,1,1,1,1,3,1,2
Alyda,Meter,2,0,3,3,0,0,0,0,0,3,1,0
Norine,Niles,1,0,0,0,2,1,1,1,0,0,0,0
Sibella,Gemini,3,2,2,3,0,1,1,1,0,3,1,1
Taffy,Kenwood,0,1,3,3,0,0,1,1,1,1,0,3
Amara,Marden,0,3,1,3,3,0,0,0,0,3,1,3
Frieda,Berriman,4,0,3,4,3,0,0,1,1,1,0,0
Sabina,Karylin,3,0,3,3,0,0,0,0,1,3,1,1
Estell,Alva,3,2,3,1,4,0,0,0,0,3,1,2
Ivett,Carolin,1,0,3,0,1,1,0,0,0,2,1,1
Kathy,Nea,2,3,3,4,1,0,0,0,1,3,1,0
Roslyn,Abernon,3,1,0,0,2,0,0,0,0,1,0,2
Jasmina,Maurine,0,3,1,2,4,0,1,0,1,2,0,3
Abbie,Hashim,1,0,3,2,4,1,0,0,0,3,1,0
Sibella,Ulphia,3,0,0,1,3,0,1,1,0,0,0,2
Roseline,Nester,1,1,0,1,1,1,0,0,1,2,0,0
Tera,Garbe,2,0,3,0,2,0,1,0,0,2,1,2
Cristabel,Geffner,3,2,2,3,3,1,1,1,0,1,1,0
Alameda,Glenden,1,0,2,3,4,0,1,0,0,2,0,0
Flo,Helfand,0,0,0,3,1,0,1,1,1,0,0,2
Ezmeralda,Jethro,2,0,3,1,4,1,0,0,1,3,0,2
Paola,Olympium,0,2,0,1,4,1,0,0,0,1,1,0
Olivette,Yorick,3,3,0,4,4,1,1,1,1,2,0,3
Adele,Othilia,0,2,0,2,0,0,1,1,1,3,1,0
Farrah,Cleavland,3,1,1,2,2,1,0,1,1,0,1,0
Beatriz,Halsey,0,3,0,1,3,0,0,1,1,3,1,3
Odessa,Fosque,0,0,2,2,0,0,0,1,0,0,0,2
Lenna,Lilas,0,3,1,3,1,1,0,0,1,1,0,0
Zaria,Iiette,4,2,0,1,4,1,0,0,0,0,1,1
Trudie,Wesle,4,3,3,2,1,1,1,0,1,1,1,2
Linzy,Sigfrid,1,1,3,2,0,1,0,0,0,0,0,1
Katleen,Cimbura,4,3,3,1,3,1,1,0,0,0,1,3
Nanete,Rolf,3,0,3,1,1,1,1,1,1,1,0,1
Carly,Rogerio,2,3,3,3,2,0,1,1,1,3,0,1
Korrie,Fitzsimmons,4,2,3,4,0,1,0,1,0,1,1,0
Barbi,Pond,3,0,1,0,2,0,0,1,0,0,0,3
Averyl,Martsen,4,3,2,4,2,0,1,1,1,3,1,0
Kenna,Mullane,3,3,3,3,3,0,1,0,0,2,0,0
Briney,Rebecka,4,0,1,4,2,0,1,0,0,3,0,2
Vonny,Aurelio,3,2,2,4,1,1,0,1,0,3,0,1
Elbertina,Weide,3,0,2,2,3,0,1,1,1,0,0,2
Dede,Jammal,1,1,3,2,1,0,1,0,1,1,1,0
Blondelle,Capello,2,1,0,3,0,1,1,1,1,0,1,3
Carlie,Raimondo,2,2,0,1,4,0,0,0,1,2,0,2
Claudina,Annice,2,3,3,0,3,1,1,1,1,2,1,1
Betta,Chandler,3,1,3,4,3,1,0,1,1,1,0,1
Daune,August,4,3,0,4,1,0,0,0,0,0,0,2
Brianna,Millda,3,3,0,0,4,1,1,0,0,2,0,2
Sibella,Ephrem,2,3,2,4,4,1,1,0,1,0,1,2
Selma,Bakerman,3,1,0,3,3,0,1,1,0,1,0,0
Marleah,Honoria,3,0,1,2,1,0,1,0,1,0,1,1
Arabel,Lipson,0,0,2,0,2,1,1,1,1,2,0,0
Helena,Crudden,2,0,0,3,3,0,0,0,1,3,1,0
Dacia,Granoff,4,0,3,3,3,0,0,1,0,3,0,1
Collen,Vacuva,2,3,2,2,0,0,0,1,1,0,1,0
Genovera,Cullin,2,2,1,1,4,0,1,1,1,1,0,1
Aubrie,Karylin,0,2,2,0,1,0,0,1,1,2,1,3
Alisha,Burkle,1,0,3,0,0,1,0,0,0,3,0,0
Myrtice,Thad,1,2,3,1,1,0,0,1,1,0,0,2
Dacia,Fontana,2,3,0,0,3,0,0,1,0,3,1,3
Beatriz,Dermott,0,0,2,0,3,0,0,0,0,3,0,3
Justinn,Ashely,4,0,0,3,1,0,1,0,1,2,1,1
Roseline,Gower,3,1,3,3,4,0,0,1,0,1,0,2
Carly,Schwejda,4,2,2,2,1,0,1,1,0,2,1,0
Dode,Laverne,0,0,3,4,0,0,1,1,0,2,1,3
Marguerite,Georas,0,3,0,0,1,0,1,0,0,2,1,0
Lucille,Bury,3,1,3,1,3,0,1,1,0,3,0,2
Emilia,Tryck,0,3,2,2,1,1,1,0,1,3,0,1
Trudie,Eckblad,4,2,0,2,4,0,1,1,1,1,0,0
Kimmy,Carri,4,2,0,3,4,0,1,0,0,0,1,0
Belinda,Lipson,0,2,0,1,4,0,1,1,1,3,1,0
Valera,Shirberg,4,1,0,1,2,0,1,0,0,1,0,1
Jessamyn,Jorgan,3,1,2,0,0,0,0,0,0,2,1,2
Margalo,McAdams,4,1,1,3,1,1,0,0,1,3,0,2
Danika,Pip,0,3,3,3,4,1,1,0,0,1,1,1
Nicoli,Zeeba,2,0,0,3,1,0,0,0,1,1,0,0
Asia,Pitt,4,2,3,0,2,1,1,1,1,1,0,3
Bettine,Durware,0,2,2,2,2,1,0,1,1,1,0,2
Adore,Hessler,4,1,3,0,1,0,0,0,0,1,0,3
Felice,Leffen,1,0,3,4,0,0,1,1,0,1,0,0
Chloris,Skurnik,4,3,2,2,3,1,1,1,1,2,1,0
Elise,Laurianne,4,2,3,3,0,0,1,1,0,2,1,1
Cathie,Felecia,0,3,3,3,2,0,1,0,1,1,0,1
Letizia,Pip,4,0,0,1,1,0,0,0,1,1,0,3
Steffane,Grosz,3,0,3,4,3,0,1,1,1,0,1,0
Joy,Johanna,1,0,0,1,4,0,1,1,0,3,1,2
Dianemarie,Knowling,4,0,1,4,1,0,1,1,0,2,1,1
Binny,Quent,3,2,1,4,4,0,0,0,0,0,1,3
Randa,Oster,3,3,1,4,3,0,0,0,1,0,1,2
Shauna,Brian,3,2,3,2,2,1,0,0,1,1,1,0
Corene,Regan,0,1,3,1,4,0,1,0,0,3,1,1
Lonnie,Trey,1,3,3,0,2,1,1,0,0,0,0,0
Danika,Briney,1,1,1,4,4,1,0,0,0,1,0,1
Correy,Stacy,0,3,2,4,1,0,1,0,1,0,0,1
Leontine,Thar,4,2,3,0,3,0,0,1,0,2,0,2
Max,Milson,1,0,1,4,3,0,0,0,0,2,1,3
Dorene,Rubie,3,3,3,4,3,1,1,1,0,0,0,2
Maurene,Chobot,4,1,2,2,2,0,0,0,0,0,1,0
Malina,Abbot,1,1,3,0,0,1,0,0,1,1,0,0
Lexine,Lail,3,0,0,0,0,0,0,1,0,3,1,3
Nadine,Mathilde,1,3,0,4,1,0,1,1,1,3,1,1
Amii,Arquit,3,3,2,1,0,1,1,0,1,0,1,2
Zaria,Tillford,4,0,0,0,3,0,0,0,1,3,0,3
Dari,Eliathas,3,2,2,2,1,0,0,0,0,3,0,1
Bernie,Toor,3,2,1,0,4,1,1,1,0,2,0,0
Leia,Garek,3,3,0,2,3,0,1,1,0,3,1,0
Christal,Leifeste,4,1,2,4,1,0,0,0,1,1,0,3
Dione,Leary,2,0,0,0,0,0,1,1,1,1,1,1
Fred,Tayib,3,1,0,0,4,1,0,0,0,3,0,3
Xylina,Beebe,2,0,3,1,1,1,0,1,0,2,1,2
Steffane,Ranjiv,1,1,0,1,4,1,1,0,1,2,1,0
Wilma,Bakerman,0,2,3,2,2,1,0,1,0,0,1,3
Charissa,Tayib,0,3,0,1,0,0,1,1,0,2,1,2
Adriana,MacIntosh,0,2,2,0,1,1,0,0,0,0,0,3
Albertina,Velick,0,0,3,3,0,0,0,0,1,2,1,0
Amara,Clara,4,1,2,4,0,1,0,1,1,2,0,0
Siana,Scammon,4,1,2,0,2,0,0,0,0,2,1,0
Lauryn,Valoniah,1,0,3,4,4,0,1,0,1,2,0,2
Sheelagh,Reneta,1,3,2,0,0,1,1,1,1,3,1,1
Demetris,Ovid,3,1,2,4,4,0,1,1,0,2,1,1
Yvonne,Delp,0,3,2,2,1,0,0,1,1,1,0,2
Ricky,Ailyn,4,2,0,1,1,1,1,1,0,2,0,1
Hettie,Cynar,4,3,2,1,0,1,0,0,1,0,0,1
Talya,Fiann,3,0,0,0,1,0,1,1,0,1,1,0
Lucille,Joseph,4,1,1,0,3,0,1,1,1,1,1,1
